Title,Price,Location,Detail Link
New Turn Key Restaurant Space Available,40000,Murray Hill,https://newyorkcraigslistorg/mnh/reb/d/new-york-new-turn-key-restaurant-space/7753521674html
MIDTOWN OFFICE SPACE OPPORTUNITY,15217,Midtown East,https://newyorkcraigslistorg/mnh/reb/d/new-york-midtown-office-space/7753656711html
CORNER WILLIAMSBURGE SPACES AVAILABLE,28000,brooklyn,https://newyorkcraigslistorg/brk/reb/d/brooklyn-corner-williamsburge-spaces/7755565900html
UES RETAIL SPACE OPPORTUNITY,8000,Upper East Side,https://newyorkcraigslistorg/mnh/reb/d/new-york-ues-retail-space-opportunity/7755566569html
NEW TO MARKET - EAST VILLAGE RETAIL FOR LEASE,5500,East Village,https://newyorkcraigslistorg/mnh/reb/d/new-york-new-to-market-east-village/7758515944html
WILL NOT LAST LONG - UWS DINER RESTAURANT AVAILABLE,17000,Upper West Side,https://newyorkcraigslistorg/mnh/reb/d/new-york-will-not-last-long-uws-diner/7758514092html
PRIME MIDTOWN EAST RESTAURANT/BAR OPPORTUNITY,10000,Midtown East,https://newyorkcraigslistorg/mnh/reb/d/new-york-prime-midtown-east-restaurant/7758514031html
Move in special price for july 1,800,Brooklyn,https://newyorkcraigslistorg/brk/reo/d/brooklyn-move-in-special-price-for-july/7759306655html
Rooms available with private bathroom,1300,brooklyn,https://newyorkcraigslistorg/brk/reo/d/brooklyn-rooms-available-with-private/7760605837html
Last room viewings today,800,brooklyn,https://newyorkcraigslistorg/brk/reo/d/brooklyn-last-room-viewings-today/7757712982html
bedrooms closets and windows Pets are ok Less than a mile pratt,800,brooklyn,https://newyorkcraigslistorg/brk/reo/d/brooklyn-bedrooms-closets-and-windows/7757299461html
HUGE STUDIO ( ALL INCLUDED),1950,KEW GARDENS,https://newyorkcraigslistorg/que/reo/d/kew-gardens-huge-studio-all-included/7754486911html
11-UNIT PRE-WAR MULTIFAMILY,2200000,New York,https://newyorkcraigslistorg/brx/reo/d/new-york-11-unit-pre-war-multifamily/7757917092html
LUXURY NO FEE STUDIO,2633,New York,https://newyorkcraigslistorg/mnh/reo/d/new-york-luxury-no-fee-studio/7757342820html
Very large one bedroom,1725,New York,https://newyorkcraigslistorg/brx/reo/d/new-york-very-large-one-bedroom/7757343144html
6 Story Elevator Brick apt Bldg 32 apts,16000000,bronx,https://newyorkcraigslistorg/brx/reo/d/new-york-story-elevator-brick-apt-bldg/7757342893html
40000 RSF building for sale,24500000,New York,https://newyorkcraigslistorg/mnh/reo/d/new-york-rsf-building-for-sale/7757343086html
PRIME land in East Harlem by 456 Trains,1400000,New York,https://newyorkcraigslistorg/mnh/reo/d/new-york-prime-land-in-east-harlem-by/7757342992html
spacious apartment includes three queen size bedrooms,1100,Brooklyn,https://newyorkcraigslistorg/brk/reo/d/brooklyn-spacious-apartment-includes/7759306402html
Open house today at 10am ONLY TWO ROOMS LEFT,900,Brooklyn,https://newyorkcraigslistorg/brk/reo/d/brooklyn-open-house-today-at-10am-only/7758998177html
spacious apartment includes three queen size bedrooms,1100,Brooklyn,https://newyorkcraigslistorg/brk/reo/d/brooklyn-spacious-apartment-includes/7758371925html
4 family  wholesale deal,835000,Ridgewood,https://newyorkcraigslistorg/que/reb/d/ridgewood-family-wholesale-deal/7760601412html
3 bedroom apt in glendale Queens,1950,Glendale/Ridgewood,https://newyorkcraigslistorg/que/reo/d/forest-hills-bedroom-apt-in-glendale/7760600750html
NO BROKER FEE LUX HI RISE w/POOL-GOLF OPTION-MORE WONT LAST,3575,LONG ISLAND CITY,https://newyorkcraigslistorg/que/reb/d/long-island-city-no-broker-fee-lux-hi/7760582619html
Spacious Sun-Filled 2 Bedroom near Husdson River,2300,Glenwood Avenue,https://newyorkcraigslistorg/wch/reb/d/yonkers-spacious-sun-filled-bedroom/7759075530html
2 Bedroom Near Bronx/Yonkers,1800,Morris Street,https://newyorkcraigslistorg/wch/reb/d/yonkers-bedroom-near-bronx-yonkers/7759031066html
Spacious Room for rent Great Location,800,grand concourse,https://newyorkcraigslistorg/brx/reb/d/bronx-spacious-room-for-rent-great/7756735679html
1 Br private house Elmont,2199,Elmont,https://newyorkcraigslistorg/lgi/reo/d/elmont-br-private-house-elmont/7751484269html
Studio flushing,1849,Flushing,https://newyorkcraigslistorg/que/reo/d/flushing-studio-flushing/7756266831html
4 br 2 bath luxury building,1849,Forest Hills,https://newyorkcraigslistorg/que/reo/d/forest-hills-br-bath-luxury-building/7751485525html
3 br 2 bath,4199,Elmont,https://newyorkcraigslistorg/lgi/reo/d/elmont-br-bath/7756265730html
SHORT TERM RENTAL Charming & Spacious 1br just 4200,4200,Midtown East,https://newyorkcraigslistorg/mnh/reb/d/new-york-short-term-rental-charming/7760585090html
Large 2 Bedroom w/ Backyard space,2800,Rosedale,https://newyorkcraigslistorg/que/reb/d/rosedale-large-bedroom-backyard-space/7751754787html
Hugh 1 Bedroom near Glenwood Metro-North,1900,Yonkers,https://newyorkcraigslistorg/wch/reb/d/yonkers-hugh-bedroom-near-glenwood/7755787983html
Large 3 Bedroom North Riverdale,3000,Bronx,https://newyorkcraigslistorg/brx/reb/d/bronx-large-bedroom-north-riverdale/7755790597html
HUGE LUXURY 1 BED  2100 DOORMAN GYM LUX LIFE,2450,YONKERS,https://newyorkcraigslistorg/wch/reb/d/yonkers-huge-luxury-bed-2100-doorman/7759677262html
Spacious Sun-Filled 2 Bedroom near Husdson River,2300,Glenwood Avenue,https://newyorkcraigslistorg/wch/reb/d/yonkers-spacious-sun-filled-bedroom/7753861145html
Spacious Studio for Sale- Great Deal,150000,Bedford Park,https://newyorkcraigslistorg/brx/reb/d/bronx-spacious-studio-for-sale-great/7754500679html
Huge Luxury oasis on the Hudson River,3188,Yonkers,https://newyorkcraigslistorg/wch/reb/d/yonkers-huge-luxury-oasis-on-the-hudson/7754499451html
Huge 2 Bedroom Great Location,2495,bronx,https://newyorkcraigslistorg/brx/reb/d/bronx-huge-bedroom-great-location/7753861094html
Huge 1 bedroom  MT Vernon,1900,East Sidney,https://newyorkcraigslistorg/wch/reb/d/mount-vernon-huge-bedroom-mt-vernon/7754304921html
Beautiful Residence - Home in Montclair Twp 6 Beds 3 Baths,999000,N/A,https://newjerseycraigslistorg/reb/d/beautiful-residence-home-in-montclair/7760697075html
Older 3 family home with wonderful wood details,725000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-older-family-home-with/7760694171html
Welcome to your newest investment property,975000,Union City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-your-newest/7760693595html
Dynamic Mixed-Use Property in Secaucus,2500000,Secaucus,https://newjerseycraigslistorg/reb/d/secaucus-dynamic-mixed-use-property-in/7760692688html
Charming Home: 8 Bedrooms Ideal Location,950000,West New York,https://newjerseycraigslistorg/reb/d/west-new-york-charming-home-bedrooms/7760691450html
Renovated 3-Family Home with Prime Location and Rental Income Potentia,975000,West New York,https://newjerseycraigslistorg/reb/d/west-new-york-renovated-family-home/7760690839html
Prime Downtown Union City 3-Family Investment Opportunity,825000,Union City,https://newjerseycraigslistorg/reb/d/union-city-prime-downtown-union-city/7760689942html
Prime Investment Opportunity: Brick 3-Family Home in Union City,999999,Union City,https://newjerseycraigslistorg/reb/d/union-city-prime-investment-opportunity/7760688794html
Prime Investment Opportunity in Jersey City Heights,815000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-prime-investment/7760687912html
Prime Investment Opportunity: Charming 3-Family Home,699000,Jersey City,https://newjerseycraigslistorg/reb/d/union-city-prime-investment-opportunity/7760686872html
Versatile 1-Family Home in Jersey City's Greenville Area,449000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-versatile-family-home-in/7760686172html
Renovate today with an eye towards the future,450000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-renovate-today-with-an-eye/7760685188html
Spacious 3-Family Home with Investment Potential in Irvington NJ,649999,Irvington,https://newjerseycraigslistorg/reb/d/irvington-spacious-family-home-with/7760683756html
This exquisite two-family home constructed in 2000,739000,ELIZABETH,https://newjerseycraigslistorg/reb/d/elizabethport-this-exquisite-two-family/7760682805html
Welcome to this charming 2-family property,575000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-charming/7760680694html
Welcome to this spacious and versatile 2-family home,569888,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-spacious/7760679276html
https://newjerseycraigslistorg/reb/d/fairview-great-opportunity-soli,799000,Kearny,https://newjerseycraigslistorg/reb/d/kearny-newjersey-org-reb-fairview-great/7760678211html
Great opportunity solid Brick 2 family one car garage parking,599000,North Bergen,https://newjerseycraigslistorg/reb/d/fairview-great-opportunity-solid-brick/7760676227html
Introducing a remarkable two-family unit boasting a prime location,675000,West New York,https://newjerseycraigslistorg/reb/d/north-bergen-introducing-remarkable-two/7760675674html
Prime Investment Opportunity: 2-Family Home Minutes from NYC and Linco,929000,Weehawken,https://newjerseycraigslistorg/reb/d/union-city-prime-investment-opportunity/7760675043html
legal two-family home with a good size yard and parking in front,599000,Union City,https://newjerseycraigslistorg/reb/d/union-city-legal-two-family-home-with/7760674182html
Discover a prime real estate opportunity in the heart of Secaucus,875500,Secaucus,https://newjerseycraigslistorg/reb/d/secaucus-discover-prime-real-estate/7760673024html
Centrally Located 2-Family Home with Ideal Amenities,675000,North Bergen,https://newjerseycraigslistorg/reb/d/fairview-centrally-located-family-home/7760671781html
Prime Income-Generating Investment Property with Ideal Location,579000,Newark,https://newjerseycraigslistorg/reb/d/newark-prime-income-generating/7760670720html
Stunning Home For Sale   TOTAL RENOVATION,678000,BELLEVILLE,https://newjerseycraigslistorg/reb/d/belleville-stunning-home-for-sale-total/7760663322html
TEANECK - 3 BEDROOM - 2 FULL BATHROOMS,549000,Teaneck,https://newjerseycraigslistorg/reo/d/teaneck-teaneck-bedroom-full-bathrooms/7760654388html
Welcome to your new home,549999,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-your-new-home/7760652783html
Unlock the potential of this fantastic two-family home,525000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-unlock-the-potential-of/7760651639html
Calling all investors and end users,549000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-calling-all-investors-and/7760649505html
Welcome to this fantastic two-family duplex in the heart of Jersey Cit,467000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-fantastic/7760648502html
Welcome to this two-family residence located in Jersey City,449000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-two-family/7760647578html
Welcome to the newly finished 13 Crown Street in Newark,475000,Newark City,https://newjerseycraigslistorg/reb/d/newark-welcome-to-the-newly-finished-13/7760643541html
Spacious & Luxurious BRAND NEW CONSTRUCTION,1600000,Rutherford,https://newjerseycraigslistorg/reb/d/rutherford-spacious-luxurious-brand-new/7760646544html
Welcome to this meticulously maintained colonial residence,750000,Secaucus,https://newjerseycraigslistorg/reb/d/secaucus-welcome-to-this-meticulously/7760645701html
Welcome home to this 3 bedroom 15 bath charming cape in Secaucus,649000,Secaucus,https://newjerseycraigslistorg/reb/d/secaucus-welcome-home-to-this-bedroom/7760644275html
Majestic Cotswold-Style Tudor Estate in Montclair's Estate Section,2695000,Montclair,https://newjerseycraigslistorg/reb/d/montclair-majestic-cotswold-style-tudor/7760642730html
Discover this beautifully remodeled 3-bedroom 2-bathroom,595000,Lyndhurst,https://newjerseycraigslistorg/reb/d/north-arlington-discover-this/7760641566html
Welcome to this beautifully renovated colonial single-family home,499000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-beautifully/7760640111html
Exquisite Family Home in the Heart of Jersey City,479888,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-exquisite-family-home-in/7760639381html
Welcome home to this fantastic large and renovated 1 family home,484999,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-home-to-this/7760638619html
Welcome Home This beautiful property has it all,600000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-home-this-beautiful/7760632974html
Are you ready to breathe new life into this home,400000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-are-you-ready-to-breathe/7760637232html
Extented One Family Home 5500 Square Feet 5 Bedroom 2 Bath,949900,Saddle Brook,https://newjerseycraigslistorg/reo/d/saddle-brook-extented-one-family-home/7757810589html
Serene Cape Style Colonial in Lyndhurst with Spacious Layout,549995,Lyndhurst,https://newjerseycraigslistorg/reb/d/north-arlington-serene-cape-style/7760628784html
Prime Jersey City Heights One Family Home: Ideal Location Near Hoboken,589000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-prime-jersey-city-heights/7760634591html
Spacious 4-Bedroom Home with New Garage,665000,Kearny,https://newjerseycraigslistorg/reb/d/kearny-spacious-bedroom-home-with-new/7760630372html
Luxurious Five-Bedroom Dream Home with Modern Upgrades,689000,Kearny,https://newjerseycraigslistorg/reb/d/kearny-luxurious-five-bedroom-dream/7760629687html
Tasteful colonial one Family home with covered garage deck,899000,West New York,https://newjerseycraigslistorg/reb/d/west-new-york-tasteful-colonial-one/7760627833html
Spacious Home Minutes from NYC with Open Floor Layout and Central Air,699900,Weehawken,https://newjerseycraigslistorg/reb/d/union-city-spacious-home-minutes-from/7760626847html
11 rooms5 bedrooms25baths   HOME FOR SALE,678000,BELLEVILLE,https://newjerseycraigslistorg/reb/d/belleville-11-rooms5-bedrooms25baths/7760605716html
4bed25bath  Entire Home For Rent,8000,ORADELL,https://newjerseycraigslistorg/reb/d/oradell-4bed25bath-entire-home-for-rent/7760604118html
Single Family Home with Approved Plans for Two 2-Family Homes,799000,Bayonne,https://newjerseycraigslistorg/reb/d/staten-island-single-family-home-with/7760600998html
3bed25bath  Entire Home For Rent,4999,CLIFFSIDE PARK,https://newjerseycraigslistorg/reb/d/cliffside-park-3bed25bath-entire-home/7760598116html
Amazing two-family home Full new kitchens and bathrooms,2,Passaic City,https://newjerseycraigslistorg/reb/d/passaic-amazing-two-family-home-full/7760563844html
5 acres duplex 5 minutes to Broadway Saratoga NY,375000,Greenfield,https://newjerseycraigslistorg/reo/d/hackensack-acres-duplex-minutes-to/7756809635html
Rare Opportunity in Teaneck: Spacious Family Home,625000,Teaneck Twp,https://newjerseycraigslistorg/reb/d/hackensack-rare-opportunity-in-teaneck/7760550921html
Exceptional Corner Lot Home in Saddle Brook,875000,Saddle Brook Twp,https://newjerseycraigslistorg/reb/d/saddle-brook-exceptional-corner-lot/7760550433html
Completely Renovated 6-Bedroom Colonial in Saddle Brook,799900,Saddle Brook Twp,https://newjerseycraigslistorg/reb/d/saddle-brook-completely-renovated/7760549794html
Experience the pinnacle of luxury high-rise living,419000,Hackensack City,https://newjerseycraigslistorg/reb/d/hackensack-experience-the-pinnacle-of/7760548479html
Nestled Luxury: Meticulously Renovated Cape Cod Home,695000,Rochelle Park Twp,https://newjerseycraigslistorg/reb/d/rochelle-park-nestled-luxury/7760549075html
Plumbing / electrician / boiler repairs warehouse for rent sunset park,695000,Elizabeth nj,https://newjerseycraigslistorg/reo/d/elizabeth-plumbing-electrician-boiler/7758339043html
Exceptional Home 10 Minutes from NYC: Meticulously Renovated,789000,Nutley,https://newjerseycraigslistorg/reb/d/englewood-exceptional-home-10-minutes/7760547890html
Beautifully Remodeled Corner Home in Lyndhurst,569900,Lyndhurst,https://newjerseycraigslistorg/reb/d/rutherford-beautifully-remodeled-corner/7760546908html
Charming Colonial Gem: Updated 3 Bed 2 Bath Home,475000,Lyndhurst,https://newjerseycraigslistorg/reb/d/rutherford-charming-colonial-gem/7760546192html
Charming 3-Bedroom Home in Rutherford NJ â€“ Modern Amenities,725000,Rutherford,https://newjerseycraigslistorg/reb/d/rutherford-charming-bedroom-home-in/7760545262html
Charming North Bergen Home: 3 Bedrooms Ideal Location,505000,North Bergen,https://newjerseycraigslistorg/reb/d/fairview-charming-north-bergen-home/7760543768html
Rare Find in North Bergen's Racetrack Section: Spacious Single-Family,749000,North Bergen,https://newjerseycraigslistorg/reb/d/fairview-rare-find-in-north-bergens/7760543314html
109 acres for sale in Northern Maine,150000,PERHAM ME,https://newjerseycraigslistorg/reo/d/perham-109-acres-for-sale-in-northern/7756980449html
Rare Opportunity to purchase this picturesque home,849000,North Bergen,https://newjerseycraigslistorg/reb/d/fairview-rare-opportunity-to-purchase/7760542387html
Stunning 3-Bedroom 1-Bath New Construction Near NYC,889000,North Bergen,https://newjerseycraigslistorg/reb/d/fairview-stunning-bedroom-bath-new/7760541768html
brand new construction luxury townhome,1175000,Paramus,https://newjerseycraigslistorg/reb/d/paramus-brand-new-construction-luxury/7760537993html
Beautiful engineered wood floors  With one-car garage,1,Scotch Plains NJ,https://newjerseycraigslistorg/reb/d/scotch-plains-beautiful-engineered-wood/7760537960html
100000 TO 300000 DOWNSELLER FINANCINGALSO NO INCOME VERIFICATION,1799900,NORTH PRINCETON AREA SKILLMAN HILLSBOROUGH TWP,https://newjerseycraigslistorg/reo/d/blawenburg-to-downseller-financingalso/7757592337html
Welcome to this charming 2-family property,575000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-charming/7760364206html
Spacious 4-Bedroom Home with New Garage,665000,Kearny,https://newjerseycraigslistorg/reb/d/kearny-spacious-bedroom-home-with-new/7760367759html
Welcome to this spacious and versatile 2-family home,569888,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-spacious/7760363673html
Commuter's Dream with Renovated Features,799000,Kearny,https://newjerseycraigslistorg/reb/d/kearny-commuters-dream-with-renovated/7760362948html
Great opportunity solid Brick 2 family one car garage parking,599000,North Bergen,https://newjerseycraigslistorg/reb/d/fairview-great-opportunity-solid-brick/7760361886html
Centrally Located 2-Family Home with Ideal Amenities,675000,North Bergen,https://newjerseycraigslistorg/reb/d/fairview-centrally-located-family-home/7760357380html
Prime Income-Generating Investment Property with Ideal Location,579000,Newark,https://newjerseycraigslistorg/reb/d/newark-prime-income-generating/7760356301html
Unlock the potential of this fantastic two-family home,525000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-unlock-the-potential-of/7760354491html
Welcome to your new home,549999,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-your-new-home/7760355390html
For Sale by Owner â€“ 122 acres level lot / land in Tink Wig,14900,Hawley,https://newjerseycraigslistorg/reo/d/lackawaxen-for-sale-by-owner-122-acres/7760354314html
Calling all investors and end users,549000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-calling-all-investors-and/7760353681html
Welcome to this fantastic two-family duplex in the heart of Jersey Cit,467000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-fantastic/7760353078html
Welcome to this two-family residence located in Jersey City,449000,Jersey City,https://newjerseycraigslistorg/reb/d/jersey-city-welcome-to-this-two-family/7760352444html
Spacious & Luxurious BRAND NEW CONSTRUCTION,1600000,Rutherford,https://newjerseycraigslistorg/reb/d/rutherford-spacious-luxurious-brand-new/7760351784html
Welcome to this meticulously maintained colonial residence,750000,Secaucus,https://newjerseycraigslistorg/reb/d/secaucus-welcome-to-this-meticulously/7760351181html
Welcome home to this 3 bedroom 15 bath charming cape in Secaucus,649000,Secaucus,https://newjerseycraigslistorg/reb/d/secaucus-welcome-home-to-this-bedroom/7760349945html
Build your home here,0,Lehman twp,https://newjerseycraigslistorg/reo/d/dingmans-ferry-build-your-home-here/7759652294html
